Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Slovenia,SVN,1405.65359,1493.839354,1624.022371,1710.457454,1807.646846,1910.002974,2015.691961,2078.882414,2338.096585,2360.399418,2385.251377,2472.89681,2533.160334,2621.224166,2625.701976,2688.697537,2873.207933,2988.784109,3236.614078,3478.892041,3767.205973
Sweden,SWE,2172.717598,2367.883863,2543.596771,2651.28249,2758.053703,2796.842032,3049.131206,3283.309781,3474.288781,3548.754612,3526.959322,4663.241222,4896.023505,5073.837737,5193.200222,5333.402452,5512.933292,5637.697211,5887.643562,5942.428358,6346.616336
Eswatini,SWZ,212.3646501,241.9375425,273.2424897,331.3763575,374.267205,440.2775464,507.2858088,548.0957268,625.8783501,621.3854331,646.3583286,661.884744,627.7666525,631.1189612,620.9103459,605.6649293,578.9486406,573.417232,618.4623168,597.1887224,567.2760308
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,666.7605328,767.9247718,657.6688618,730.6397945,697.5308345,740.8500786,773.9433666,756.5098094,723.8804172,693.0624425,909.5241974,937.1513232,1145.309557,938.1370287,1055.367659,1039.791627,1253.580545,1261.658708,1395.013426,1396.273802,1741.6885
Syrian Arab Republic,SYR,145.7710418,153.1372537,171.213113,184.1589567,172.5151342,168.9374635,163.0037376,162.2095616,152.3730387,167.2365238,159.4603865,169.7209247,144.2830074,,,,,,,,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,45.92730265,49.16475862,71.87370453,61.17416326,80.18321467,75.77940919,76.2001296,69.80003146,66.18473681,73.42192993,74.41051259,70.62371823,67.08988068,64.02216713,71.79187542,82.16893603,84.77793875,72.58559935,71.81969723,70.84668643,84.58471697
East Asia & Pacific (IDA & IBRD countries),TEA,126.6699735,134.012726,147.6854333,166.4415582,180.0921627,203.1030116,222.1776007,242.7926733,274.7240647,323.9499916,346.1192364,390.982802,444.6935442,484.6709264,513.3243598,544.2342131,570.7172899,607.4356657,669.6265233,744.056649,805.7343429
Europe & Central Asia (IDA & IBRD countries),TEC,341.9898706,376.8308209,422.6062081,458.4942026,493.3531372,547.5955713,641.4946026,706.0503006,821.6592386,880.4131687,876.1002673,891.4797494,956.9311368,1035.173782,1061.513522,1058.662758,1102.501851,1169.108275,1244.164344,1332.277915,1576.745344
Togo,TGO,36.04030095,37.32265541,38.5743482,41.35965469,43.01838322,44.10322964,47.32389938,52.3442506,53.60739766,58.83789393,67.20147676,72.66921798,77.838625,83.24709305,89.17012223,91.56797687,126.3825654,126.4475166,124.2514509,122.3589546,130.0143286
Thailand,THA,226.0719332,231.0699059,272.1084961,286.4545463,300.1469502,322.076813,339.1255514,375.315993,418.5740153,435.094917,440.2894282,474.0114287,513.8879379,521.0812845,557.9553525,595.8238899,639.3502273,655.2802132,700.059286,724.5234146,773.9944465
Tajikistan,TJK,44.82125316,51.08991977,55.21812919,65.41393372,74.13126791,86.97787899,90.38391508,108.6724417,124.7274055,127.5156538,131.8821921,144.6418046,162.826751,197.2548465,221.1867817,204.9180891,215.3695796,221.8241903,244.5619226,258.9041149,312.984239
Turkmenistan,TKM,172.5917734,247.5762393,247.5466024,353.4064348,521.8782024,542.0704183,538.1635703,380.3742716,489.2881997,419.6441718,473.3543273,533.7941154,555.7199123,633.2875713,715.9258009,832.1494108,885.8576692,994.93481,997.2577806,937.0868538,907.3367689
Latin America & the Caribbean (IDA & IBRD countries),TLA,589.6948356,620.6152151,623.7568799,633.9261736,673.338067,710.0896937,787.1517416,849.0274019,882.6794216,935.2528939,951.9219987,998.5083405,1023.180484,1070.831899,1107.713451,1124.161551,1116.850437,1203.290348,1226.917146,1253.582842,1301.981994
Timor-Leste,TLS,,,,38.05366355,57.71157054,74.03693946,81.10182307,84.3046533,115.2540977,131.5162337,126.0595981,141.4113273,163.3359507,210.4383795,205.0540057,221.6486918,215.0134642,212.1174374,200.2487454,189.1865597,346.9510934
Middle East & North Africa (IDA & IBRD countries),TMN,329.0664331,364.7638563,373.1357592,380.6809853,404.7594931,416.5764208,436.815646,467.1223476,494.1448945,578.0184977,592.0535035,600.3372159,598.2736205,604.4669513,631.9459368,637.0109526,709.198419,739.4378559,713.167329,648.9632306,616.2172263
Tonga,TON,100.0454454,125.6133365,139.4651049,138.4254657,180.9762908,180.4773965,230.6268497,204.6155433,278.9224326,172.4618733,215.1432067,185.5338234,239.6772803,203.9096749,267.4567126,245.2499535,285.7634677,303.9610439,309.6046423,314.1882068,357.4373771
South Asia (IDA & IBRD),TSA,79.82713823,87.32523044,90.41989723,91.23445837,98.27744236,104.8609249,111.2941724,118.1654421,122.6314439,128.5076845,130.8215094,133.8725007,147.2511995,170.6609876,172.3874927,179.5132272,188.2365684,173.6638155,184.3686394,195.0079622,189.2199413
Sub-Saharan Africa (IDA & IBRD countries),TSS,100.732148,105.7784781,103.7961589,126.5771663,132.571934,138.6918319,148.9205986,156.3867865,162.0717937,171.2223011,169.5212274,178.1475632,174.2199349,185.0628267,185.8427869,192.9305478,192.9899519,189.3670159,183.1214465,185.278545,188.1674889
Trinidad and Tobago,TTO,596.0729573,600.5592486,766.7021478,786.7876317,892.6187218,997.8264446,1084.990625,1161.399918,1069.649276,1546.258843,1484.64882,1391.642024,1378.538567,1420.625081,1450.797686,1562.905605,1690.520027,1724.736141,1665.887188,1734.413182,1672.025197
Tunisia,TUN,295.862997,313.7694562,336.8025037,361.8421438,390.2322233,408.3315875,437.4929594,479.100702,503.2836982,541.7087983,582.6542476,630.5086861,655.2073883,679.9860778,688.3526084,653.8770936,665.5669684,672.7869694,672.6749168,631.6802905,681.2895877
Turkiye,TUR,436.8558613,447.4720459,469.8345267,480.7225614,532.9111337,580.6048915,698.898732,775.0357328,833.6601688,846.2849197,870.2637694,912.1887149,915.5403798,972.4623078,1030.169809,1045.376107,1119.252154,1152.893392,1146.476512,1170.574591,1260.760638
Tuvalu,TUV,580.9537735,481.5535469,366.0912878,406.1047766,276.8412508,287.2698528,348.0823478,322.1895924,337.0205559,382.2740102,461.0678436,451.2418345,433.5616627,476.8240343,510.0908291,517.3650597,594.1532281,719.8374635,874.4485521,1135.744185,1203.143375
Tanzania,TZA,35.54595572,46.68665904,54.74299307,66.13807594,76.64313312,90.95675096,126.5045071,120.5258058,101.4963391,95.96027496,103.637057,106.7629936,100.719314,97.47060901,85.98583957,81.53201881,93.02518221,97.3440947,103.8519026,101.0346688,101.5124079
Uganda,UGA,48.11990325,48.91478633,51.72682861,48.27814131,51.7116913,74.22516305,93.85045456,96.53884406,102.46721,117.8768721,141.6193955,162.963319,137.6559514,131.5724492,123.5808158,115.6247617,110.4321222,89.4631642,94.88165118,94.3507139,94.70131861
Ukraine,UKR,227.4075759,265.6328041,300.2072049,368.6686248,401.7629244,442.5654992,499.3594466,523.4605086,501.1902264,517.3761767,563.9136485,609.8321222,667.6732619,745.1657826,735.6914185,752.8253835,800.6313689,839.1788406,903.5388671,900.0295325,945.3169528
Upper middle income,UMC,258.7915403,274.0099277,293.1476235,313.0339627,336.1596694,368.4176103,408.5677572,447.7574054,497.789325,554.6389055,570.7983558,614.4035852,664.6548144,716.1341398,750.7395134,777.6274605,795.8568678,848.3298126,904.2209522,976.64667,1068.00035
Uruguay,URY,1034.722796,1078.788035,997.3552484,1016.150678,944.7578893,977.046164,1044.528711,1103.830795,1304.81567,1337.739715,1448.151628,1557.972371,1598.107685,1691.383349,1766.818373,1826.161795,1953.917865,2038.452177,2140.166979,2276.213904,2110.570933
United States,USA,4532.767544,4879.929035,5303.153853,5706.829547,6045.937776,6402.029398,6776.866156,7130.717006,7346.350647,7601.871986,7832.266589,8020.439981,8272.95775,8431.183093,8824.77649,9243.62097,9594.742979,9904.236978,10284.5543,10661.02839,11702.40907
Uzbekistan,UZB,158.3573852,170.3477619,174.346498,184.3045125,187.4778392,201.6465813,215.1024106,231.9246396,254.729997,285.4145381,289.3187689,310.5647879,339.4247195,363.814221,290.7233871,319.9437229,324.4948562,335.5351472,373.9839672,423.5922814,532.8262507
St. Vincent and the Grenadines,VCT,253.120018,263.7661543,285.7507808,305.3943141,319.4962022,336.1746556,357.5686939,394.8020918,421.8853604,442.8481996,456.9804319,458.4918458,491.8791638,496.1036734,509.3944961,511.2718835,559.5371882,572.3840283,602.8593011,654.3883289,701.0793927
"Venezuela, RB",VEN,854.1473093,948.1647077,846.8731209,760.3814821,820.8065828,819.979801,1221.084733,1290.211235,1124.050607,1272.944146,1132.469927,1248.972886,1178.647862,1041.448502,1040.59723,733.8247874,550.7399,549.0300516,638.6134175,469.134286,590.1192328
British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,97.47884605,123.6793821,105.4942808,115.7925055,142.9070013,152.1424794,175.6954094,193.9435496,194.9427898,210.7142284,252.9987434,267.2654159,318.3623918,341.3130459,333.9974015,346.7762907,374.0301447,426.5439512,497.1088552,536.0066287,516.1773311
Vanuatu,VUT,70.82235849,69.81507076,75.54403739,70.29266075,73.92802307,73.15971326,80.21184354,77.39325193,82.11356542,86.23201895,93.54558612,98.16109742,107.9451499,120.2536171,102.380994,120.0464606,84.07507545,83.7578286,103.4576131,107.00121,119.8321041
World,WLD,595.7900774,635.8525252,673.5507637,712.5167078,751.2924832,794.0761739,852.0548625,900.3197607,949.2339554,1007.595413,1030.636598,1075.838947,1117.561583,1166.399277,1207.037811,1245.428351,1289.051764,1329.978835,1381.800848,1427.421512,1535.160436
Samoa,WSM,139.905581,137.5704325,171.3911417,168.9175271,193.3202247,223.8943646,238.206377,255.4759131,257.2856012,286.878834,270.6932831,293.2402809,265.2437078,338.3488668,350.2039695,320.6199515,305.6880387,333.710241,311.4991302,386.8614646,332.7431558
Kosovo,XKX,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,128.9472448,141.1515685,141.7629035,174.0220576,173.2709996,173.230438,189.9316494,205.8772081,208.9330487,220.2892525,200.9670964,160.7764106,169.2935747,170.5256739,164.534434,102.2912819,,,,,
South Africa,ZAF,598.9230382,604.9259397,591.9641303,648.4833168,679.7421707,722.928945,780.630385,839.527829,903.9744353,948.3786007,995.2802246,1055.128359,1051.605937,1098.78429,1067.044873,1093.744657,1106.594521,1112.843569,1154.713733,1187.400459,1156.660954
Zambia,ZMB,123.8930553,118.5548382,126.5655729,141.4671604,147.6926638,153.8070648,141.3600613,112.5073685,109.9433667,128.8397185,116.6364311,113.0700486,131.9769796,164.4818376,132.6227376,148.687905,148.7723814,149.4195298,177.4020632,186.9793453,188.6640992
Zimbabwe,ZWE,,,,,,,,,,,189.6781864,168.1504952,162.5154977,179.3204578,208.3639722,194.8770858,203.482409,226.1772198,180.091128,132.0686912,118.1270627
